employee_id,home_area,home_lat,home_lon,nearest_station,station_line,distance_to_station_km,walking_time_min,waiting_time_min,transit_time_min,transfer_time_min,n_transfers,door_to_door_time_min,commute_group,connectivity_score,adoption_potential_score,adoption_potential_group,current_transport_mode,car_access,driving_license
EMP0028,Norderstedt,53.68506199141522,10.030672229273666,Garstedt,U1,2.7476470146647265,36.635293528863016,6.0,6.161944307012386,0.0,0,60.7972378358754,>60 min,9.008603973149409,53.8,Medium potential,public_transport,False,False
EMP0029,Norderstedt,53.67134409016384,9.958330382999717,Garstedt,U1,2.3187637222172137,30.91684962956285,6.0,8.743197183431084,0.0,0,57.66004681299393,46-60 min,24.319061771882676,34.2,Low potential,car,True,True
EMP0030,Quickborn,53.7078851875102,9.812786839343365,Quickborn,AKN-A1,6.726735473644654,89.68980631526205,6.0,21.04719204481927,5.0,1,133.73699836008132,>60 min,0.0,35.0,Low potential,public_transport,False,False
EMP0031,Kaltenkirchen,53.77217683930362,9.960729238981513,Henstedt-Ulzburg,AKN-A1,2.9147292480586264,38.863056640781686,6.0,15.461766025722719,5.0,1,77.3248226665044,>60 min,0.0,16.0,Low potential,car,True,True
EMP0032,Henstedt-Ulzburg,53.74115544783646,10.009425818523443,Tanneneck,AKN-A1,5.383791846906016,71.78389129208021,6.0,9.085663307622765,5.0,1,103.86955459970298,>60 min,0.0,9.0,Low potential,car,True,True
EMP0033,Langenhorn (Hamburg),53.64149566706716,9.963090152279934,Fuhlsbüttel Nord,U1,2.961416863216064,39.485558176214184,6.0,15.352716653646324,0.0,0,72.83827482986051,>60 min,1.377357192214479,44.9,Low potential,public_transport,False,True
EMP0034,Langenhorn (Hamburg),53.62637566933227,10.030025552833846,Ohlsdorf,U1,0.9201852466074822,12.269136621433097,6.0,19.31254044153131,0.0,0,49.58167706296441,46-60 min,74.24610977331547,53.6,Medium potential,car,True,True
EMP0035,Fuhlsbüttel,53.65011693373126,10.01590821926378,Kiwittsmoor,U1,0.4296152870354088,5.728203827138784,6.0,12.503464898632817,0.0,0,36.2316687257716,31-45 min,91.75868439587134,92.2,High potential,public_transport,False,True
EMP0036,Norderstedt,53.69859147204859,9.957987022364323,Tanneneck,AKN-A1,0.7392261037342692,9.856348049790256,6.0,4.390882251380576,5.0,1,37.24723030117083,31-45 min,60.70606605756345,74.8,High potential,bike,False,True
EMP0037,Norderstedt,53.6697212344778,10.002781358849132,Garstedt,U1,0.8039727216386275,10.719636288515034,6.0,6.859720066355662,0.0,0,35.5793563548707,31-45 min,78.39471381211149,62.6,Medium potential,car,True,True
EMP0038,Fuhlsbüttel,53.60117082958624,10.047585850384865,Ohlsdorf,U1,2.8077263238577204,37.436350984769604,6.0,26.675293258997677,0.0,0,82.11164424376727,>60 min,6.86386729495635,15.4,Low potential,car,True,True
EMP0039,Langenhorn (Hamburg),53.647233807726955,10.025467386538027,Kiwittsmoor,U1,0.4859081442594121,6.4787752567921615,6.0,13.71318933583296,0.0,0,38.19196459262512,31-45 min,89.7491180870982,64.5,Medium potential,car,True,True
EMP0040,Quickborn,53.74838205308242,9.852123870772374,Quickborn,AKN-A1,3.9598627541055866,52.798170054741156,6.0,19.38844823705866,5.0,1,95.18661829179982,>60 min,0.0,9.0,Low potential,car,True,True
EMP0041,Fuhlsbüttel,53.62223460025287,9.924363374724475,Fuhlsbüttel Nord,U1,5.099554291018939,67.99405721358585,6.0,22.75484500789093,0.0,0,108.74890222147678,>60 min,0.0,35.0,Low potential,public_transport,False,True
EMP0042,Hamburg-Innenstadt,53.529357855972776,9.965939087725472,Hamburg Hauptbahnhof,U1,3.7576896687672843,50.10252891689712,6.0,45.072202112555246,0.0,0,113.17473102945237,>60 min,0.0,9.0,Low potential,car,True,True
EMP0043,Quickborn,53.70206364929895,9.860904131918138,Quickborn,AKN-A1,4.513742305916682,60.183230745555754,6.0,15.469336759255043,5.0,1,98.6525675048108,>60 min,0.0,35.0,Low potential,public_transport,False,False
EMP0044,Langenhorn (Hamburg),53.67480583012048,9.942708176581965,Friedrichsgabe,AKN-A1,3.0980346388365385,41.307128517820516,6.0,7.180971263595917,5.0,1,71.48809978141642,>60 min,0.0,45.2,Medium potential,public_transport,False,True
EMP0045,Hamburg-Innenstadt,53.552304541144636,10.028422884570608,Hamburg Hauptbahnhof,U1,1.4228548511244186,18.971398014992246,6.0,38.94706704211258,0.0,0,75.91846505710483,>60 min,56.3015968902347,42.7,Low potential,mixed,True,True
EMP0046,Hamburg-Innenstadt,53.504154005518274,9.989562311259194,Hamburg Hauptbahnhof,U1,5.529252718819335,73.7233695842578,6.0,51.65526572020307,0.0,0,143.37863530446086,>60 min,0.0,18.0,Low potential,mixed,True,True
EMP0047,Fuhlsbüttel,53.61822715912313,9.983725249910236,Fuhlsbüttel Nord,U1,1.5389921028040898,20.519894704054533,6.0,20.81909352185968,0.0,0,59.338988225914214,46-60 min,52.155679989263135,50.6,Medium potential,mixed,True,True
EMP0048,Langenhorn (Hamburg),53.59803203050964,10.005938194029001,Alsterdorf,U1,0.6353425199981875,8.471233599975832,6.0,26.25028295126362,0.0,0,52.72151655123945,46-60 min,84.41454631963173,54.9,Medium potential,car,True,True
EMP0049,Quickborn,53.71470361587556,9.892269413421413,Quickborn,AKN-A1,2.1881619747500003,29.17549299666667,6.0,12.436028515935794,5.0,1,64.61152151260247,>60 min,8.981338382441724,51.7,Medium potential,public_transport,False,True
EMP0050,Norderstedt,53.70389065847552,10.011217088255364,Norderstedt Mitte,U1,2.102545529431274,28.033940392416987,6.0,3.499415523293606,0.0,0,49.533355915710594,46-60 min,32.03771058442098,41.0,Low potential,car,True,True
EMP0051,Norderstedt,53.71334340100103,9.999242977392372,Friedrichsgabe,AKN-A1,2.6092947639384505,34.79059685251267,6.0,3.6134799838656066,5.0,1,61.40407683637828,>60 min,0.0,50.8,Medium potential,public_transport,False,False
EMP0052,Norderstedt,53.69715521187471,9.918090118833288,Hasloh,AKN-A1,1.856903786516593,24.75871715355457,6.0,8.891840639719119,5.0,1,56.65055779327369,46-60 min,20.806733777281245,47.7,Medium potential,car,False,True
EMP0053,Kaltenkirchen,53.800863755025944,10.028591331720015,Henstedt-Ulzburg,AKN-A1,3.458759718863476,46.116796251513016,6.0,20.798273894186643,5.0,1,89.91507014569966,>60 min,0.0,35.0,Low potential,public_transport,False,True
EMP0054,Quickborn,53.76195957359928,9.896406188244908,Quickborn,AKN-A1,3.326285447082957,44.35047262777276,6.0,17.226715905820086,5.0,1,84.57718853359285,>60 min,0.0,38.0,Low potential,public_transport,False,False
EMP0055,Quickborn,53.751523877538155,9.848710910338967,Quickborn,AKN-A1,4.321060841907889,57.614144558771855,6.0,20.04255951808687,5.0,1,100.65670407685872,>60 min,0.0,35.0,Low potential,public_transport,False,False
EMP0056,Kaltenkirchen,53.791120300000436,9.943796244936882,Henstedt-Ulzburg,AKN-A1,2.2295454769267886,29.727273025690515,6.0,19.509837116830226,5.0,1,72.23711014252075,>60 min,7.50401255791326,47.1,Medium potential,public_transport,False,True
EMP0057,Fuhlsbüttel,53.630350737154515,9.962869342101374,Fuhlsbüttel Nord,U1,2.5487365995937905,33.98315466125054,6.0,18.2299814059676,0.0,0,70.21313606721813,>60 min,16.109392391119282,36.8,Low potential,public_transport,True,True
EMP0058,Alsterdorf,53.60776700559127,9.957711827789932,Alsterdorf,U1,2.784514518652498,37.12686024869998,6.0,24.347673018219325,0.0,0,79.47453326691931,>60 min,7.692492168634457,43.1,Low potential,public_transport,False,True
EMP0059,Norderstedt,53.68245295645144,10.00266356128575,Garstedt,U1,1.1093470195853088,14.791293594470785,6.0,3.4924142420467805,0.0,0,36.283707836517564,31-45 min,67.49333251826535,63.4,Medium potential,bike,True,True
EMP0060,Norderstedt,53.699124449984424,9.94286120561612,Tanneneck,AKN-A1,1.0321414121372625,13.7618854951635,6.0,6.112137430219275,5.0,1,42.874022925382775,31-45 min,50.24945106024269,76.1,High potential,public_transport,False,True
EMP0061,Quickborn,53.76609996147941,9.868591633622701,Quickborn,AKN-A1,4.467459641567271,59.56612855423028,6.0,20.002202025236983,5.0,1,102.56833057946727,>60 min,0.0,9.0,Low potential,car,True,True
EMP0062,Fuhlsbüttel,53.637680727131695,10.000328445493057,Langenhorn Nord,U1,0.6064088800920459,8.085451734560612,6.0,15.470743659642261,0.0,0,41.556195394202874,31-45 min,85.44743167690159,61.4,Medium potential,car,True,True
EMP0063,Alsterdorf,53.59193060636493,10.015671203600919,Alsterdorf,U1,1.5679913245863215,20.906550994484288,6.0,28.03497437236056,0.0,0,66.94152536684484,>60 min,51.120453462346596,37.1,Low potential,car,True,True
EMP0064,Kaltenkirchen,53.781229194190274,10.000338329334438,Henstedt-Ulzburg,AKN-A1,2.3306904513361997,31.07587268448266,6.0,16.685149342856242,5.0,1,70.7610220273389,>60 min,3.8932963338981637,20.8,Low potential,car,True,True
EMP0065,Quickborn,53.72648120757461,9.87332478626584,Quickborn,AKN-A1,2.2608492499307795,30.144656665743724,6.0,15.265588206684495,5.0,1,68.41024487242822,>60 min,6.386517183393899,22.8,Low potential,car,True,True
EMP0066,Ohlsdorf,53.61593801641124,10.053780661762923,Ohlsdorf,U1,2.2722202668550557,30.296270224734076,6.0,23.284214172634808,0.0,0,71.58048439736888,>60 min,25.98058979518929,45.5,Medium potential,bike,False,True
EMP0067,Ohlsdorf,53.604983961846905,10.020248839637764,Alsterdorf,U1,1.4652086374459308,19.536115165945745,6.0,24.629064447512693,0.0,0,62.165179613458434,>60 min,54.789633450503736,40.8,Low potential,car,True,True
EMP0068,Langenhorn (Hamburg),53.61569192139857,10.048434946256453,Ohlsdorf,U1,1.937515407672786,25.83353876897048,6.0,23.016906466219197,0.0,0,66.85044523518968,>60 min,37.929025912383686,33.2,Low potential,car,True,True
EMP0069,Norderstedt,53.681947904154356,9.991148473873162,Garstedt,U1,0.872060418080163,11.62747224106884,6.0,3.5394400604936522,0.0,0,33.16691230156249,31-45 min,75.96409032703212,86.2,High potential,mixed,False,False
EMP0070,Fuhlsbüttel,53.60869970834181,9.974095173406901,Alsterdorf,U1,1.7955208931807254,23.940278575743005,6.0,23.57106500608244,0.0,0,65.51134358182544,>60 min,42.99800635546861,49.4,Medium potential,car,False,False
EMP0071,Norderstedt,53.709970881204164,9.92804979192539,Hasloh,AKN-A1,0.3438356232920748,4.584474977227664,6.0,8.282149255269728,5.0,1,35.866624232497394,31-45 min,74.82088323844475,87.3,High potential,public_transport,False,False
EMP0072,Fuhlsbüttel,53.64771267291568,9.989488980533261,Langenhorn Nord,U1,1.5773490636977556,21.03132084930341,6.0,12.776887331543124,0.0,0,51.808208180846535,46-60 min,50.7863969199722,71.3,High potential,public_transport,False,False
EMP0073,Hamburg-Innenstadt,53.564934919782814,9.984113273533273,Hamburg Hauptbahnhof,U1,2.0213630004674608,26.951506672899477,6.0,35.222251483555,0.0,0,80.17375815645448,>60 min,34.93579895853739,50.9,Medium potential,public_transport,False,False
EMP0074,Langenhorn (Hamburg),53.62861426932668,10.05084868680732,Ohlsdorf,U1,2.2134310539623896,29.51241405283186,6.0,19.96774910909114,0.0,0,67.480163161923,>60 min,28.079272068115703,29.9,Low potential,car,True,True
EMP0075,Norderstedt,53.647652115220374,9.99917538287819,Langenhorn Nord,U1,1.1140453749485324,14.853938332647099,6.0,12.762605661711827,0.0,0,45.61654399435892,46-60 min,67.32560863445168,79.7,High potential,public_transport,False,True
EMP0076,Langenhorn (Hamburg),53.682309433935146,10.049580041976514,Garstedt,U1,3.8212734184786936,50.95031224638258,6.0,9.247128800827525,0.0,0,78.1974410472101,>60 min,0.0,34.0,Low potential,bike,False,True
EMP0077,Langenhorn (Hamburg),53.65576457168737,10.01207863517379,Ochsenzoll,U1,0.427529015222278,5.700386869630373,6.0,10.867958192804789,0.0,0,34.568345062435164,31-45 min,91.83316101250368,67.2,Medium potential,car,True,True
EMP0078,Quickborn,53.70664844952079,9.999662616521311,Norderstedt Mitte,U1,1.9298890386428476,25.7318538485713,6.0,3.294278569789223,0.0,0,47.026132418360525,46-60 min,38.20127527076765,70.2,High potential,public_transport,False,True
EMP0079,Ohlsdorf,53.64251886840512,9.994806535657276,Langenhorn Nord,U1,0.9940443449201853,13.253924598935805,6.0,14.144159872740072,0.0,0,45.39808447167587,46-60 min,71.60945633476372,81.1,High potential,public_transport,False,True
EMP0080,Kaltenkirchen,53.80497750057887,9.965917652109951,Henstedt-Ulzburg,AKN-A1,1.1493674872636457,15.324899830181945,6.0,21.52760004557143,5.0,1,59.852499875753374,46-60 min,46.064664877756286,62.5,Medium potential,mixed,False,False
EMP0081,Quickborn,53.72718474781373,9.974698534323403,Tanneneck,AKN-A1,2.7866659067396298,37.155545423195065,6.0,6.711933037699605,5.0,1,66.86747846089467,>60 min,0.0,40.3,Low potential,bike,False,True
EMP0082,Fuhlsbüttel,53.63281897225979,10.06728890578613,Ohlsdorf,U1,3.3939240618420676,45.252320824560904,6.0,20.316125268787868,0.0,0,83.56844609334877,>60 min,0.0,35.6,Low potential,mixed,False,False
EMP0083,Hamburg-Innenstadt,53.568078717791295,10.015015744200273,Hamburg Hauptbahnhof,U1,1.7814717541528673,23.75295672203823,6.0,34.45642120775873,0.0,0,76.20937792979696,>60 min,43.49953848316483,41.7,Low potential,public_transport,True,True
EMP0084,Norderstedt,53.68134127549282,9.95152187814313,Friedrichsgabe,AKN-A1,2.1699646194386544,28.93286159251539,6.0,5.681981667726581,5.0,1,57.614843260241976,46-60 min,9.630955295595353,41.8,Low potential,public_transport,True,True
EMP0085,Norderstedt,53.64406189200171,9.93341637050533,Fuhlsbüttel Nord,U1,4.837764164903246,64.50352219870994,6.0,17.001133049061124,0.0,0,99.50465524777107,>60 min,0.0,35.0,Low potential,public_transport,False,True
EMP0086,Norderstedt,53.65522745877866,10.009349381202917,Ochsenzoll,U1,0.35109430481573045,4.681257397543073,6.0,10.914299542425745,0.0,0,33.595556939968816,31-45 min,94.56175974471253,73.0,High potential,bike,True,True
EMP0087,Kaltenkirchen,53.861741344130216,9.992569799262256,Kaltenkirchen,AKN-A1,3.4009657653642105,45.346210204856135,6.0,32.19747181776548,5.0,1,100.54368202262162,>60 min,0.0,35.0,Low potential,public_transport,False,True
EMP0088,Fuhlsbüttel,53.58878859789838,9.989353690114585,Alsterdorf,U1,1.5727899430316215,20.97053257375495,6.0,28.725280404047833,0.0,0,67.69581297780279,>60 min,50.94915034447571,36.6,Low potential,car,True,True
EMP0089,Norderstedt,53.7196176177886,9.991390689501879,Friedrichsgabe,AKN-A1,2.83381657913427,37.7842210551236,6.0,4.830049536350153,5.0,1,65.61427059147375,>60 min,0.0,41.0,Low potential,bike,False,False
EMP0090,Ohlsdorf,53.62247954671588,10.006761071332472,Fuhlsbüttel Nord,U1,0.6586682446377999,8.782243261837333,6.0,19.65206639218801,0.0,0,46.43430965402534,46-60 min,83.58185470163552,84.1,High potential,public_transport,False,True
EMP0091,Norderstedt,53.709061823918276,9.958848052669254,Tanneneck,AKN-A1,0.5178206928877215,6.90427590516962,6.0,5.053172628216368,5.0,1,34.957448533385985,31-45 min,68.60989038196779,60.0,Medium potential,car,True,True
EMP0092,Quickborn,53.7348980021901,9.890423278593254,Quickborn,AKN-A1,1.0623433206933923,14.164577609245232,6.0,14.30986915957111,5.0,1,51.47444676881634,46-60 min,49.171290510432,45.0,Medium potential,car,True,True
EMP0093,Fuhlsbüttel,53.587287580171235,10.01151669045728,Alsterdorf,U1,1.8219422615292784,24.292563487057045,6.0,29.22079210184393,0.0,0,71.51335558890098,>60 min,42.05480513450984,57.8,Medium potential,public_transport,False,True
EMP0094,Fuhlsbüttel,53.631122538447535,9.986977929097554,Fuhlsbüttel Nord,U1,1.0250850294402445,13.667800392536593,6.0,17.29137976926448,0.0,0,48.95918016180107,46-60 min,70.50135280460272,75.8,High potential,mixed,False,True
EMP0095,Langenhorn (Hamburg),53.66668191983021,9.978489725754391,Garstedt,U1,1.2798023151662716,17.06403086888362,6.0,8.09195692881152,0.0,0,43.15598779769514,31-45 min,61.40834703265723,79.3,High potential,public_transport,False,True
EMP0096,Quickborn,53.73437902514279,9.892257129298837,Quickborn,AKN-A1,0.9317772745418863,12.423696993891818,6.0,14.079939780875282,5.0,1,49.5036367747671,46-60 min,53.83229264027071,70.5,High potential,mixed,False,True
EMP0097,Langenhorn (Hamburg),53.62372070001968,9.969421301775919,Fuhlsbüttel Nord,U1,2.1352180017137314,28.469573356183087,6.0,19.702554255770725,0.0,0,66.17212761195381,>60 min,30.87135480216101,31.4,Low potential,car,True,True
EMP0098,Norderstedt,53.67269549024133,10.037394026831231,Ochsenzoll,U1,2.594790684178146,34.597209122375276,6.0,8.940580732507705,0.0,0,61.53778985488298,>60 min,14.465334133535467,41.1,Low potential,public_transport,True,True
EMP0099,Norderstedt,53.655059832071146,9.965440259051617,Ochsenzoll,U1,2.7450180758700107,36.60024101160014,6.0,11.80464512076077,0.0,0,66.4048861323609,>60 min,9.102452946006922,24.8,Low potential,car,True,True
EMP0100,Henstedt-Ulzburg,53.825244089220604,9.941364828734477,Kaltenkirchen,AKN-A1,1.8977258746069463,25.30301166142595,6.0,25.916753545142928,5.0,1,74.21976520656888,>60 min,19.349449551083474,28.0,Low potential,bike,True,True
EMP0101,Henstedt-Ulzburg,53.79687325329519,9.980445553001974,Henstedt-Ulzburg,AKN-A1,0.26639920729047656,3.5519894305396873,6.0,19.771307140070814,5.0,1,46.3232965706105,46-60 min,77.58524128212565,56.4,Medium potential,car,True,True
EMP0102,Quickborn,53.75813334411614,9.862345837566094,Quickborn,AKN-A1,4.042171311919735,53.895617492263135,6.0,19.529749033597327,5.0,1,96.42536652586045,>60 min,0.0,35.0,Low potential,public_transport,False,True
EMP0103,Langenhorn (Hamburg),53.62418522803445,10.02369439580538,Ohlsdorf,U1,0.470137510991786,6.268500146557147,6.0,19.626614762340868,0.0,0,43.895114908898016,31-45 min,90.31210484679539,61.6,Medium potential,car,True,True
EMP0104,Henstedt-Ulzburg,53.77918964318355,9.913687849494988,Henstedt-Ulzburg,AKN-A1,4.556591904378853,60.75455872505137,6.0,18.78892758974684,5.0,1,102.5434863147982,>60 min,0.0,9.0,Low potential,car,True,True
EMP0105,Kaltenkirchen,53.830899185412065,9.945134828400125,Kaltenkirchen,AKN-A1,1.3265560938671477,17.6874145848953,6.0,26.88040179820635,5.0,1,67.56781638310164,>60 min,39.73931079754047,33.3,Low potential,car,True,True
EMP0106,Quickborn,53.72446327871614,9.833450889616113,Quickborn,AKN-A1,4.86406022893684,64.85413638582455,6.0,19.3993523819287,5.0,1,107.25348876775325,>60 min,0.0,21.0,Low potential,public_transport,True,True
EMP0107,Fuhlsbüttel,53.62642325860841,9.998675747714216,Fuhlsbüttel Nord,U1,0.1987559217008076,2.650078956010768,6.0,18.51096106744898,0.0,0,39.16104002345975,31-45 min,100.0,71.6,High potential,bike,True,True
EMP0108,Langenhorn (Hamburg),53.659485894520785,10.025011991305387,Ochsenzoll,U1,1.2113719228618727,16.151625638158304,6.0,10.627285246959756,0.0,0,44.77891088511806,31-45 min,63.851204220094715,71.6,High potential,bike,False,True
EMP0109,Norderstedt,53.62213133248104,9.983421180848822,Fuhlsbüttel Nord,U1,1.310673137359826,17.475641831464348,6.0,19.77072502877268,0.0,0,55.24636686023703,46-60 min,60.30630731992011,72.3,High potential,public_transport,False,False
EMP0110,Henstedt-Ulzburg,53.79626275923423,10.021542648034767,Henstedt-Ulzburg,AKN-A1,2.965275361586157,39.53700482114876,6.0,19.792012853736384,5.0,1,82.32901767488515,>60 min,0.0,13.2,Low potential,car,True,True
EMP0111,Fuhlsbüttel,53.62907071816273,9.996028526002213,Fuhlsbüttel Nord,U1,0.3883328530575744,5.177771374100993,6.0,17.788041796768944,0.0,0,40.965813170869936,31-45 min,93.2324022449386,87.1,High potential,mixed,False,False
EMP0112,Norderstedt,53.676659110181696,9.992427833775599,Garstedt,U1,0.2781308185942647,3.708410914590196,6.0,4.921425883651925,0.0,0,26.62983679824212,<=30 min,97.16644124271919,85.1,High potential,public_transport,True,True
EMP0113,Langenhorn (Hamburg),53.65071248493098,10.05951637604563,Kiwittsmoor,U1,2.7631256652266907,36.84167553635587,6.0,15.699505482864108,0.0,0,70.54118101921998,>60 min,8.456040536001074,48.3,Medium potential,public_transport,False,True
EMP0114,Alsterdorf,53.61412705208436,10.053252227510226,Ohlsdorf,U1,2.292347769455754,30.564636926076723,6.0,23.701993166967032,0.0,0,72.26663009304376,>60 min,25.26206966491492,35.4,Low potential,mixed,True,True
EMP0115,Norderstedt,53.74341385162719,9.958631672624112,Quickborn,AKN-A1,3.6582475402074435,48.77663386943258,6.0,10.306336325865995,5.0,1,82.08297019529857,>60 min,0.0,13.4,Low potential,car,True,True
EMP0116,Hamburg-Innenstadt,53.545444536305475,9.944724790022802,Hamburg Hauptbahnhof,U1,4.188223673471096,55.84298231294794,6.0,41.281988878052,0.0,0,115.12497119099993,>60 min,0.0,21.0,Low potential,public_transport,True,True
